country_full,country,ecoSeries,ecoAPI,localAPI,localSeries,localDataset,Title,SubTitle,API_base,API_full,source,source_long,description,units,date,field,multiplier,date_keys,value_keys,filter,orient,use_cache
Indonesia,idn,impo,https://api.economicsobservatory.com/idn/impo,https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/497/key/5a91eee05bb200a412fdddf3f53778a8/vervar/9999/,9999,497,Imports,Millions of USD | Source: BPS through ECO API,https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/{DATASET}/key/{KEY}/vervar/{SERIES}/,https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/497/key/5a91eee05bb200a412fdddf3f53778a8/vervar/9999/,BPS,Badan Pusat Statistik,,millions USD,observations.date,observations.value,1,,,,,0
Indonesia,idn,inac,https://api.economicsobservatory.com/idn/inac,https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/704/key/5a91eee05bb200a412fdddf3f53778a8/vervar/11/turvar/834/,11,704,Inactivity,Not In Labour Force | Source: BPS through ECO API,https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/{DATASET}/key/{KEY}/vervar/{SERIES}/,https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/704/key/5a91eee05bb200a412fdddf3f53778a8/vervar/11/turvar/834/,BPS,Badan Pusat Statistik,,people,observations.date,observations.value,1,,,,,0
Indonesia,idn,ineq,https://api.economicsobservatory.com/idn/ineq,https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/1521/key/5a91eee05bb200a412fdddf3f53778a8/vervar/18/,9999,98,Inequality,Net Income GINI Ratio | Source: BPS through ECO API,https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/{DATASET}/key/{KEY}/vervar/{SERIES}/,https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/1521/key/5a91eee05bb200a412fdddf3f53778a8/vervar/18/,BPS,Badan Pusat Statistik,,%,observations.date,observations.value,1,,,,,0
Indonesia,idn,infl,https://api.economicsobservatory.com/idn/infl,https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/1/key/5a91eee05bb200a412fdddf3f53778a8/vervar/9999/,9999,1,Inflation,"All items, % | Source: BPS through ECO API",https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/{DATASET}/key/{KEY}/vervar/{SERIES}/,https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/1/key/5a91eee05bb200a412fdddf3f53778a8/vervar/9999/,BPS,Badan Pusat Statistik,"CPI annual rate, all items, % change",%,observations.date,observations.value,1,,,,,0
Indonesia,idn,popu,https://api.economicsobservatory.com/idn/popu,https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/1975/key/5a91eee05bb200a412fdddf3f53778a8/vervar/9999/,9999,1975,Population,"Mid-Year Population, Thousands of People | Source: BPS through ECO API",https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/{DATASET}/key/{KEY}/vervar/{SERIES}/,https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/1975/key/5a91eee05bb200a412fdddf3f53778a8/vervar/9999/,BPS,Badan Pusat Statistik,,thousands people,observations.date,observations.value,1,,,,,0
Indonesia,idn,prod,https://api.economicsobservatory.com/idn/prod,https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/720/key/5a91eee05bb200a412fdddf3f53778a8/vervar/35/,35,720,Productivity,"Value Added per Employee, thousand rupiahs",https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/{DATASET}/key/{KEY}/vervar/{SERIES}/,https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/720/key/5a91eee05bb200a412fdddf3f53778a8/vervar/35/,BPS,Badan Pusat Statistik,,thousand rupiahs,observations.date,observations.value,1,,,,,0
Indonesia,idn,unem,https://api.economicsobservatory.com/idn/unem,https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/543/key/5a91eee05bb200a412fdddf3f53778a8/vervar/9999/,9999,543,Unemployment,"Ages 16 and over, % | Source: BPS through ECO API",https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/{DATASET}/key/{KEY}/vervar/{SERIES}/,https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/543/key/5a91eee05bb200a412fdddf3f53778a8/vervar/9999/,BPS,Badan Pusat Statistik,,%,observations.date,observations.value,1,,,,,0
Indonesia,idn,wage,https://api.economicsobservatory.com/idn/wage,https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/1521/key/5a91eee05bb200a412fdddf3f53778a8/vervar/18/,18,1521,Wages,"Average of Net Wage/Salary, Rupiahs | Source: BPS through ECO API",https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/{DATASET}/key/{KEY}/vervar/{SERIES}/,https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/1521/key/5a91eee05bb200a412fdddf3f53778a8/vervar/18/,BPS,Badan Pusat Statistik,,rupiahs,observations.date,observations.value,1,,,,,0
Iran,irn,capf,https://api.economicsobservatory.com/irn/capit,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/irn/capit.json,,,Capital Formation,Gross fixed capital formation | SCI through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/irn/{code}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/irn/capit.json,SCI,Statistical Center of Iran,Gross fixed capital formation,Billions Rials,date,value,1,,,,,1
Iran,irn,expo,https://api.economicsobservatory.com/irn/expo,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/irn/expo.json,,,Exports,Exports of Goods and Services | SCI through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/irn/{code}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/irn/expo.json,SCI,Statistical Center of Iran,Exports of Goods and Services,Billions Rials,date,value,1,,,,,1
Iran,irn,grow,https://api.economicsobservatory.com/irn/infl,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/irn/grow.json,,,Growth,Current Price GDP Growth | SCI through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/irn/{code}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/irn/grow.json,SCI,Statistical Center of Iran,Current Price GDP Growth,%,date,value,1,,,,,1
Iran,irn,impo,https://api.economicsobservatory.com/irn/impo,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/irn/impo.json,,,Imports,Imports of Goods and Services | SCI through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/irn/{code}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/irn/impo.json,SCI,Statistical Center of Iran,Imports of Goods and Services,Billions Rials,date,value,1,,,,,1
Iran,irn,ineq,https://api.economicsobservatory.com/irn/ineq,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/irn/ineq.json,,,Inequality,GINI Coefficient | SCI through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/irn/{code}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/irn/ineq.json,SCI,Statistical Center of Iran,GINI Coefficient,Index,date,value,1,,,,,1
Iran,irn,infl,https://api.economicsobservatory.com/irn/infl,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/irn/infl.json,,,Inflation,Inflation | SCI (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/irn/{code}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/irn/infl.json,WB,World Bank,,,date,value,1,,,,,1
Iran,irn,oilp,https://api.economicsobservatory.com/irn/petro,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/irn/petro.json,,,Petrochemical Industry Output,Petrochemical Industry Output | SCI through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/irn/{code}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/irn/petro.json,SCI,Statistical Center of Iran,Petrochemical Industry Output,Billions Rials,date,value,1,,,,,1
Japan,jpn,debt,https://api.economicsobservatory.com/jpn/debt,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/jpn/debt.json,,,Debt,"Central government debt, total (% of GDP) | Statistics Bureau (WB) through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/jpn/debt.json,Statistics Bureau,Statistics Bureau (Japan),"Central government debt, total (% of GDP)",% of GDP,,,1,,,,,1
Japan,jpn,empl,https://api.economicsobservatory.com/jpn/empl,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/jpn/empl.json,,,Employment to population ratio,"Employment to population ratio, 15+, total (%) (modeled ILO estimate) | Statistics Bureau (WB) through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/jpn/empl.json,Statistics Bureau,Statistics Bureau (Japan),"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",%,,,1,,,,,1
Japan,jpn,expo,https://api.economicsobservatory.com/jpn/expo,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/jpn/expo.json,,,Exports,Exports of goods and services (current US$) | Statistics Bureau (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/jpn/expo.json,Statistics Bureau,Statistics Bureau (Japan),Exports of goods and services (current US$),current US$,,,1,,,,,1
Japan,jpn,gdpa,https://api.economicsobservatory.com/jpn/gdpa,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/jpn/gdpa.json,,,GDP,GDP (constant 2015 US$) | Statistics Bureau (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/jpn/gdpa.json,Statistics Bureau,Statistics Bureau (Japan),GDP (constant 2015 US$),constant 2015 US$,,,1,,,,,1
Japan,jpn,gdpp,https://api.economicsobservatory.com/jpn/gdpp,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/jpn/gdpp.json,,,GDP per capita,GDP per capita (constant 2015 US$) | Statistics Bureau (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/jpn/gdpp.json,Statistics Bureau,Statistics Bureau (Japan),GDP per capita (constant 2015 US$),constant 2015 US$,,,1,,,,,1
Japan,jpn,grow,https://api.economicsobservatory.com/jpn/grow,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/jpn/grow.json,,,GDP Growth,GDP growth (annual %) | Statistics Bureau (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/jpn/grow.json,Statistics Bureau,Statistics Bureau (Japan),GDP growth (annual %),%,,,1,,,,,1
Japan,jpn,impo,https://api.economicsobservatory.com/jpn/impo,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/jpn/impo.json,,,Imports,Imports of goods and services (current US$) | Statistics Bureau (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/jpn/impo.json,Statistics Bureau,Statistics Bureau (Japan),Imports of goods and services (current US$),current US$,,,1,,,,,1
Japan,jpn,infl,https://api.economicsobservatory.com/jpn/infl,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/jpn/infl.json,,,Inflation,"Inflation, consumer prices (annual %) | Statistics Bureau (WB) through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/jpn/infl.json,Statistics Bureau,Statistics Bureau (Japan),"Inflation, consumer prices (annual %)",%,,,1,,,,,1
Japan,jpn,popu,https://api.economicsobservatory.com/jpn/popu,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/jpn/popu.json,,,Population,"Population, total | Statistics Bureau (WB) through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/jpn/popu.json,Statistics Bureau,Statistics Bureau (Japan),"Population, total",total,,,1,,,,,1
Japan,jpn,unem,https://api.economicsobservatory.com/jpn/unem,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/jpn/unem.json,,,Unemployment,"Unemployment, total (% of total labor force) (modeled ILO estimate) | Statistics Bureau (WB) through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/jpn/unem.json,Statistics Bureau,Statistics Bureau (Japan),"Unemployment, total (% of total labor force) (modeled ILO estimate)",% of total labor force,,,1,,,,,1
Mexico,mex,conf,https://api.economicsobservatory.com/mex/conf,https://en.www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/454168/en/702100/false/BIE/2.0/43d8fff0-7f2c-58c1-0109-06453d1031da?type=json,454168,BIE,Consumer Confidence,Consumer Confidence | Source: INEGI through ECO API,https://en.www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/{SERIES}/en/0700/false/BIE/2.0/43d8fff0-7f2c-58c1-0109-06453d1031da?type=json,https://en.www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/454168/en/702100/false/BIE/2.0/43d8fff0-7f2c-58c1-0109-06453d1031da?type=json,INEGI,INEGI,Consumer Confidence,,,,1,,,,,0
Mexico,mex,debt,https://api.economicsobservatory.com/mex/debt,https://en.www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/441587/en/441587/false/BIE/2.0/43d8fff0-7f2c-58c1-0109-06453d1031da?type=json,441587,BIE,Debt,Debt in Pesos | Source: INEGI through ECO API,https://en.www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/{SERIES}/en/0700/false/BIE/2.0/43d8fff0-7f2c-58c1-0109-06453d1031da?type=json,https://en.www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/441587/en/441587/false/BIE/2.0/43d8fff0-7f2c-58c1-0109-06453d1031da?type=json,INEGI,INEGI,National Debt given in pesos,,,,1,,,,,0
Mexico,mex,gdpa,https://api.economicsobservatory.com/mex/gdp,https://en.www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/733671/en/702100/false/BIE/2.0/43d8fff0-7f2c-58c1-0109-06453d1031da?type=json,733671,BIE,GDP,GDP in 2018 Prices | Source: INEGI through ECO API,https://en.www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/{SERIES}/en/0700/false/BIE/2.0/43d8fff0-7f2c-58c1-0109-06453d1031da?type=json,https://en.www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/733671/en/702100/false/BIE/2.0/43d8fff0-7f2c-58c1-0109-06453d1031da?type=json,INEGI,INEGI,Quarterly GDP in 2018 Prices,,,,1,,,,,0
Mexico,mex,infl,https://api.economicsobservatory.com/mex/infl,https://en.www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/628194/en/0700/false/BIE/2.0/43d8fff0-7f2c-58c1-0109-06453d1031da?type=json,628194,BIE,Inflation,2018/07 base price,https://en.www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/{SERIES}/en/0700/false/BIE/2.0/43d8fff0-7f2c-58c1-0109-06453d1031da?type=json,https://en.www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/628194/en/0700/false/BIE/2.0/43d8fff0-7f2c-58c1-0109-06453d1031da?type=json,INEGI,INEGI,Inflation given with 2018 base prices,%,,,1,,,,,0
Mexico,mex,inter,https://api.economicsobservatory.com/mex/inter,https://en.www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/182022/en/702100/false/BIE/2.0/43d8fff0-7f2c-58c1-0109-06453d1031da?type=json,182022,BIE,Interest Rates,Interest Rates | Source: INEGI through ECO API,https://en.www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/{SERIES}/en/0700/false/BIE/2.0/43d8fff0-7f2c-58c1-0109-06453d1031da?type=json,https://en.www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/182022/en/702100/false/BIE/2.0/43d8fff0-7f2c-58c1-0109-06453d1031da?type=json,INEGI,INEGI,Central Bank Interest Rates,%,%,,1,,,,,0
Mexico,mex,part,https://api.economicsobservatory.com/mex/part,https://en.www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/444602/en/702100/false/BIE/2.0/43d8fff0-7f2c-58c1-0109-06453d1031da?type=json,444602,BIE,Participation Rate,% Participation rate | Source: INEGI through ECO API,https://en.www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/{SERIES}/en/0700/false/BIE/2.0/43d8fff0-7f2c-58c1-0109-06453d1031da?type=json,https://en.www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/444602/en/702100/false/BIE/2.0/43d8fff0-7f2c-58c1-0109-06453d1031da?type=json,INEGI,INEGI,Participation Rate,%,,,1,,,,,0
Mexico,mex,popu,https://api.economicsobservatory.com/mex/popu,https://en.www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/289242/en/702100/false/BIE/2.0/43d8fff0-7f2c-58c1-0109-06453d1031da?type=json,289242,BIE,Population,people | Source: NBS through ECO API,https://en.www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/{SERIES}/en/0700/false/BIE/2.0/43d8fff0-7f2c-58c1-0109-06453d1031da?type=json,https://en.www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/289242/en/702100/false/BIE/2.0/43d8fff0-7f2c-58c1-0109-06453d1031da?type=json,INEGI,INEGI,Population,,2018=100,,1,,,,,0
Mexico,mex,prod,https://api.economicsobservatory.com/mex/prod,https://en.www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/786461/en/702100/false/BIE/2.0/43d8fff0-7f2c-58c1-0109-06453d1031da?type=json,786461,BIE,Productivity,Productivity  | Source: INEGI through ECO API,https://en.www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/{SERIES}/en/0700/false/BIE/2.0/43d8fff0-7f2c-58c1-0109-06453d1031da?type=json,https://en.www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/786461/en/702100/false/BIE/2.0/43d8fff0-7f2c-58c1-0109-06453d1031da?type=json,INEGI,INEGI,Productivity,,,,1,,,,,0
Mexico,mex,unem,https://api.economicsobservatory.com/mex/unem,https://en.www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/448343/en/441587/false/BIE/2.0/43d8fff0-7f2c-58c1-0109-06453d1031da?type=json,448343,BIE,Unemployment rate,% Unemployment Rate | Source: INEGI through ECO API,https://en.www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/{SERIES}/en/0700/false/BIE/2.0/43d8fff0-7f2c-58c1-0109-06453d1031da?type=json,https://en.www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/448343/en/441587/false/BIE/2.0/43d8fff0-7f2c-58c1-0109-06453d1031da?type=json,INEGI,INEGI,"Unemployment rate, aged over 16, seasonally adjusted",%,,,1,,,,,0
Nigeria,nga,empl,https://api.economicsobservatory.com/nga/empl,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/nga/empl.json,,,Employment to population ratio,"Employment to population ratio, 15+, total (%) (modeled ILO estimate) | NBS (WB) through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/nga/empl.json,NBS,National Bureau of Statistics,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",%,,,1,,,,,1
Nigeria,nga,expo,https://api.economicsobservatory.com/nga/expo,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/nga/expo.json,,,Exports,Exports of goods and services (current US$) | NBS (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/nga/expo.json,NBS,National Bureau of Statistics,Exports of goods and services (current US$),current US$,,,1,,,,,1
Nigeria,nga,gdpa,https://api.economicsobservatory.com/nga/gdpa,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/nga/gdpa.json,,,GDP,GDP (constant 2015 US$) | NBS (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/nga/gdpa.json,NBS,National Bureau of Statistics,GDP (constant 2015 US$),constant 2015 US$,,,1,,,,,1
Nigeria,nga,gdpp,https://api.economicsobservatory.com/nga/gdpp,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/nga/gdpp.json,,,GDP per capita,GDP per capita (constant 2015 US$) | NBS (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/nga/gdpp.json,NBS,National Bureau of Statistics,GDP per capita (constant 2015 US$),constant 2015 US$,,,1,,,,,1
Nigeria,nga,impo,https://api.economicsobservatory.com/nga/impo,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/nga/impo.json,,,Imports,Imports of goods and services (current US$) | NBS (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/nga/impo.json,NBS,National Bureau of Statistics,Imports of goods and services (current US$),current US$,,,1,,,,,1
Nigeria,nga,infl,https://api.economicsobservatory.com/nga/infl,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/nga/infl.json,,,Inflation,"Inflation, consumer prices (annual %) | NBS (WB) through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/nga/infl.json,NBS,National Bureau of Statistics,"Inflation, consumer prices (annual %)",%,,,1,,,,,1
Nigeria,nga,popu,https://api.economicsobservatory.com/nga/popu,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/nga/popu.json,,,Population,"Population, total | NBS (WB) through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/nga/popu.json,NBS,National Bureau of Statistics,"Population, total",total,,,1,,,,,1
Nigeria,nga,unem,https://api.economicsobservatory.com/nga/unem,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/nga/unem.json,,,Unemployment,"Unemployment, total (% of total labor force) (modeled ILO estimate) | NBS (WB) through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/nga/unem.json,NBS,National Bureau of Statistics,"Unemployment, total (% of total labor force) (modeled ILO estimate)",% of total labor force,,,1,,,,,1
Pakistan,pak,debt,https://api.economicsobservatory.com/pak/debt,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/pak/debt.json,,,Debt,"Central government debt, total (% of GDP) | PBS (WB) through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/pak/debt.json,PBS,Pakistan Bureau of Statistics,"Central government debt, total (% of GDP)",% of GDP,,,1,,,,,1
Pakistan,pak,empl,https://api.economicsobservatory.com/pak/empl,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/pak/empl.json,,,Employment to population ratio,"Employment to population ratio, 15+, total (%) (modeled ILO estimate) | PBS (WB) through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/pak/empl.json,PBS,Pakistan Bureau of Statistics,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",%,,,1,,,,,1
Pakistan,pak,expo,https://api.economicsobservatory.com/pak/expo,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/pak/expo.json,,,Exports,Exports of goods and services (current US$) | PBS (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/pak/expo.json,PBS,Pakistan Bureau of Statistics,Exports of goods and services (current US$),current US$,,,1,,,,,1
Pakistan,pak,gdpa,https://api.economicsobservatory.com/pak/gdpa,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/pak/gdpa.json,,,GDP,GDP (constant 2015 US$) | PBS (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/pak/gdpa.json,PBS,Pakistan Bureau of Statistics,GDP (constant 2015 US$),constant 2015 US$,,,1,,,,,1
Pakistan,pak,gdpp,https://api.economicsobservatory.com/pak/gdpp,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/pak/gdpp.json,,,GDP per capita,GDP per capita (constant 2015 US$) | PBS (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/pak/gdpp.json,PBS,Pakistan Bureau of Statistics,GDP per capita (constant 2015 US$),constant 2015 US$,,,1,,,,,1
Pakistan,pak,grow,https://api.economicsobservatory.com/pak/grow,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/pak/grow.json,,,GDP Growth,GDP growth (annual %) | PBS (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/pak/grow.json,PBS,Pakistan Bureau of Statistics,GDP growth (annual %),%,,,1,,,,,1
