country_full,country,ecoSeries,ecoAPI,localAPI,localSeries,localDataset,Title,SubTitle,API_base,API_full,source,source_long,description,units,date,field,multiplier,date_keys,value_keys,filter,orient,use_cache
India,ind,impo,https://api.economicsobservatory.com/ind/impo,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/ind/impo.json,,,Imports,Current USD |Source: CSO (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/ind/impo.json,CSO,Central Statistical Office,Imports (current US$),current US$,,,1,,,,,1
India,ind,expo,https://api.economicsobservatory.com/ind/expo,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/ind/expo.json,,,Exports,Current USD |Source: CSO (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/ind/expo.json,CSO,Central Statistical Office,Exports (current US$),current US$,,,1,,,,,1
India,ind,empl,https://api.economicsobservatory.com/ind/empl,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/ind/empl.json,,,Employment to population ratio,"Ratio, % | Source: CSO (WB) through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/ind/empl.json,CSO,Central Statistical Office,Employment to population ratio (%),%,,,1,,,,,1
India,ind,unem,https://api.economicsobservatory.com/ind/unem,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/ind/unem.json,,,Unemployment,"Rate, % | Source: CSO (WB) through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/ind/unem.json,CSO,Central Statistical Office,Unemployment (% of total labor force) (ILO estimate),% of total labor force,,,1,,,,,1
India,ind,gdpa,https://api.economicsobservatory.com/ind/gdpa,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/ind/gdpa.json,,,GDP,2015 USD | Source: CSO (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/ind/gdpa.json,CSO,Central Statistical Office,GDP (2015 US$),constant 2015 US$,,,1,,,,,1
India,ind,grow,https://api.economicsobservatory.com/ind/grow,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/ind/grow.json,,,GDP growth,"Rate, % | Source: CSO (WB) through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/ind/grow.json,CSO,Central Statistical Office,GDP growth (annual %),%,,,1,,,,,1
India,ind,debt,https://api.economicsobservatory.com/ind/debt,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/ind/debt.json,,,Debt,"Ratio, % GDP | Source: CSO (WB) through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/ind/debt.json,CSO,Central Statistical Office,Government debt (% of GDP),% of GDP,,,1,,,,,1
India,ind,infl,https://api.economicsobservatory.com/ind/infl,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/ind/infl.json,,,Inflation,"CPI, % | Source: CSO (WB) through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/ind/infl.json,CSO,Central Statistical Office,Consumer Prices Inflation (annual %),%,,,1,,,,,1
India,ind,gdpp,https://api.economicsobservatory.com/ind/gdpp,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/ind/gdpp.json,,,GDP per capita,2015 USD | Source: CSO (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/ind/gdpp.json,CSO,Central Statistical Office,GDP per capita (2015 US$),constant 2015 US$,,,1,,,,,1
Indonesia,idn,infl,https://api.economicsobservatory.com/idn/infl,https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/1/key/5a91eee05bb200a412fdddf3f53778a8/vervar/9999/,9999,1,Inflation,"CPI, % | Source: BPS through ECO API",https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/{DATASET}/key/{KEY}/vervar/{SERIES}/,https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/1/key/5a91eee05bb200a412fdddf3f53778a8/vervar/9999/,BPS,Badan Pusat Statistik,"CPI annual rate, all items, % change",%,observations.date,observations.value,1,,,,,0
Indonesia,idn,wage,https://api.economicsobservatory.com/idn/wage,https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/1521/key/5a91eee05bb200a412fdddf3f53778a8/vervar/18/,18,1521,Average wage,"Average of net wage/salary, Rupiahs | Source: BPS through ECO API",https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/{DATASET}/key/{KEY}/vervar/{SERIES}/,https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/1521/key/5a91eee05bb200a412fdddf3f53778a8/vervar/18/,BPS,Badan Pusat Statistik,,rupiahs,observations.date,observations.value,1,,,,,0
Indonesia,idn,unem,https://api.economicsobservatory.com/idn/unem,https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/543/key/5a91eee05bb200a412fdddf3f53778a8/vervar/9999/,9999,543,Unemployment,"16+, rate, % |Source: BPS through ECO API",https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/{DATASET}/key/{KEY}/vervar/{SERIES}/,https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/543/key/5a91eee05bb200a412fdddf3f53778a8/vervar/9999/,BPS,Badan Pusat Statistik,,%,observations.date,observations.value,1,,,,,0
Indonesia,idn,prod,https://api.economicsobservatory.com/idn/prod,https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/720/key/5a91eee05bb200a412fdddf3f53778a8/vervar/35/,35,720,Productivity,"Value added per employee, IDR (thousands) | Source: BPS through ECO API",https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/{DATASET}/key/{KEY}/vervar/{SERIES}/,https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/720/key/5a91eee05bb200a412fdddf3f53778a8/vervar/35/,BPS,Badan Pusat Statistik,,thousand rupiahs,observations.date,observations.value,1,,,,,0
Indonesia,idn,popu,https://api.economicsobservatory.com/idn/popu,https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/1975/key/5a91eee05bb200a412fdddf3f53778a8/vervar/9999/,9999,1975,Population,Total (thousands) | Source: BPS through ECO API,https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/{DATASET}/key/{KEY}/vervar/{SERIES}/,https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/1975/key/5a91eee05bb200a412fdddf3f53778a8/vervar/9999/,BPS,Badan Pusat Statistik,,thousands people,observations.date,observations.value,1,,,,,0
Indonesia,idn,ineq,https://api.economicsobservatory.com/idn/ineq,https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/1521/key/5a91eee05bb200a412fdddf3f53778a8/vervar/18/,9999,98,Inequality,"Yearly, IDR |Source: BPS through ECO API",https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/{DATASET}/key/{KEY}/vervar/{SERIES}/,https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/1521/key/5a91eee05bb200a412fdddf3f53778a8/vervar/18/,BPS,Badan Pusat Statistik,,%,observations.date,observations.value,1,,,,,0
Indonesia,idn,inac,https://api.economicsobservatory.com/idn/inac,https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/704/key/5a91eee05bb200a412fdddf3f53778a8/vervar/11/turvar/834/,11,704,Inactivity,Total people | Source: BPS through ECO API,https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/{DATASET}/key/{KEY}/vervar/{SERIES}/,https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/704/key/5a91eee05bb200a412fdddf3f53778a8/vervar/11/turvar/834/,BPS,Badan Pusat Statistik,,people,observations.date,observations.value,1,,,,,0
Indonesia,idn,impo,https://api.economicsobservatory.com/idn/impo,https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/497/key/5a91eee05bb200a412fdddf3f53778a8/vervar/9999/,9999,497,Imports,USD (millions) | Source: BPS through ECO API,https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/{DATASET}/key/{KEY}/vervar/{SERIES}/,https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/497/key/5a91eee05bb200a412fdddf3f53778a8/vervar/9999/,BPS,Badan Pusat Statistik,,millions USD,observations.date,observations.value,1,,,,,0
Indonesia,idn,grow,https://api.economicsobservatory.com/idn/grow,https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/2130/key/5a91eee05bb200a412fdddf3f53778a8/vervar/800/,800,2130,GDP growth,"Yearly, rate, % | Source: BPS through ECO API",https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/{DATASET}/key/{KEY}/vervar/{SERIES}/,https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/2130/key/5a91eee05bb200a412fdddf3f53778a8/vervar/800/,BPS,Badan Pusat Statistik,Gross Domestic Product Growth,%,observations.date,observations.value,1,,,,,0
Indonesia,idn,expo,https://api.economicsobservatory.com/idn/expo,https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/196/key/5a91eee05bb200a412fdddf3f53778a8/vervar/9999/,9999,196,Exports,USD (millions) | Source: BPS through ECO API,https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/{DATASET}/key/{KEY}/vervar/{SERIES}/,https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/196/key/5a91eee05bb200a412fdddf3f53778a8/vervar/9999/,BPS,Badan Pusat Statistik,,millions USD,observations.date,observations.value,1,,,,,0
Indonesia,idn,empl,https://api.economicsobservatory.com/idn/empl,https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/1953/key/5a91eee05bb200a412fdddf3f53778a8/vervar/1/turvar/1664/,1,1953,Employment,"16+, rate, % |Source: BPS through ECO API",https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/{DATASET}/key/{KEY}/vervar/{SERIES}/,https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/1953/key/5a91eee05bb200a412fdddf3f53778a8/vervar/1/turvar/1664/,BPS,Badan Pusat Statistik,,%,observations.date,observations.value,1,,,,,0
Indonesia,idn,empd,https://api.economicsobservatory.com/idn/empd,https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/1953/key/5a91eee05bb200a412fdddf3f53778a8/vervar/2/turvar/1664/,2,1953,Employed,"16+, total (thousands) | Source: BPS through ECO API",https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/{DATASET}/key/{KEY}/vervar/{SERIES}/,https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/1953/key/5a91eee05bb200a412fdddf3f53778a8/vervar/2/turvar/1664/,BPS,Badan Pusat Statistik,,thousands,observations.date,observations.value,1,,,,,0
Iran,irn,capit,https://api.economicsobservatory.com/irn/capit,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/irn/capit.json,,,Capital Formation,IRR (billions) | Source: SCI through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/irn/{code}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/irn/capit.json,SCI,Statistical Center of Iran,Gross fixed capital formation,Billions Rials,date,value,1,,,,,1
Iran,irn,expo,https://api.economicsobservatory.com/irn/expo,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/irn/expo.json,,,Exports,IRR (billions) | Source: SCI through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/irn/{code}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/irn/expo.json,SCI,Statistical Center of Iran,Imports,Billions Rials,date,value,1,,,,,1
Iran,irn,impo,https://api.economicsobservatory.com/irn/impo,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/irn/impo.json,,,Imports,IRR (billions) | Source: SCI through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/irn/{code}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/irn/impo.json,SCI,Statistical Center of Iran,Imports,Billions Rials,date,value,1,,,,,1
Iran,irn,ineq,https://api.economicsobservatory.com/irn/ineq,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/irn/ineq.json,,,Inequality,GINI coefficient |Source: SCI through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/irn/{code}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/irn/ineq.json,SCI,Statistical Center of Iran,GINI Coefficient,Index,date,value,1,,,,,1
Iran,irn,infl,https://api.economicsobservatory.com/irn/infl,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/irn/infl.json,,,Inflation,"CPI, % | Source: SCI through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/irn/{code}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/irn/infl.json,WB,World Bank,,,date,value,1,,,,,1
Iran,irn,petro,https://api.economicsobservatory.com/irn/petro,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/irn/petro.json,,,Petrochemical industry output,IRR (billions) | Source: SCI through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/irn/{code}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/irn/petro.json,SCI,Statistical Center of Iran,Petrochemical Industry Output,Billions Rials,date,value,1,,,,,1
Japan,jpn,popu,https://api.economicsobservatory.com/jpn/popu,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/jpn/popu.json,,,Population,Total | Source: JSB (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/jpn/popu.json,Statistics Bureau,Statistics Bureau (Japan),"Population, total",total,,,1,,,,,1
Japan,jpn,impo,https://api.economicsobservatory.com/jpn/impo,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/jpn/impo.json,,,Imports,Current USD | Source: JSB (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/jpn/impo.json,Statistics Bureau,Statistics Bureau (Japan),Imports (current US$),current US$,,,1,,,,,1
Japan,jpn,expo,https://api.economicsobservatory.com/jpn/expo,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/jpn/expo.json,,,Exports,Current USD | Source: JSB (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/jpn/expo.json,Statistics Bureau,Statistics Bureau (Japan),Exports (current US$),current US$,,,1,,,,,1
Japan,jpn,empl,https://api.economicsobservatory.com/jpn/empl,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/jpn/empl.json,,,Employment to population ratio,"Ratio, % | Source: JSB (WB) through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/jpn/empl.json,Statistics Bureau,Statistics Bureau (Japan),Employment to population ratio (%),%,,,1,,,,,1
Japan,jpn,unem,https://api.economicsobservatory.com/jpn/unem,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/jpn/unem.json,,,Unemployment,"Rate, % | Source: JSB (WB) through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/jpn/unem.json,Statistics Bureau,Statistics Bureau (Japan),Unemployment (% of total labor force) (ILO estimate),% of total labor force,,,1,,,,,1
Japan,jpn,infl,https://api.economicsobservatory.com/jpn/infl,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/jpn/infl.json,,,Inflation,"CPI, % | Source: JSB (WB) through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/jpn/infl.json,Statistics Bureau,Statistics Bureau (Japan),Consumer Prices Inflation (annual %),%,,,1,,,,,1
Japan,jpn,gdpa,https://api.economicsobservatory.com/jpn/gdpa,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/jpn/gdpa.json,,,GDP,2015 USD | Source: JSB (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/jpn/gdpa.json,Statistics Bureau,Statistics Bureau (Japan),GDP (2015 US$),constant 2015 US$,,,1,,,,,1
Japan,jpn,grow,https://api.economicsobservatory.com/jpn/grow,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/jpn/grow.json,,,GDP growth,"Rate, % | Source: JSB (WB) through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/jpn/grow.json,Statistics Bureau,Statistics Bureau (Japan),GDP growth (annual %),%,,,1,,,,,1
Japan,jpn,debt,https://api.economicsobservatory.com/jpn/debt,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/jpn/debt.json,,,Debt,"Ratio, % GDP | Source: JSB (WB) through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/jpn/debt.json,Statistics Bureau,Statistics Bureau (Japan),Government debt (% of GDP),% of GDP,,,1,,,,,1
Japan,jpn,gdpp,https://api.economicsobservatory.com/jpn/gdpp,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/jpn/gdpp.json,,,GDP per capita,2015 USD | Source: JSB (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/jpn/gdpp.json,Statistics Bureau,Statistics Bureau (Japan),GDP per capita (2015 US$),constant 2015 US$,,,1,,,,,1
Mexico,mex,prod,https://api.economicsobservatory.com/mex/prod,https://en.www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/786461/en/702100/false/BIE/2.0/43d8fff0-7f2c-58c1-0109-06453d1031da?type=json,786461,BIE,Productivity index,Index (2018 = 100) | Source: INEGI through ECO API,https://en.www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/{SERIES}/en/0700/false/BIE/2.0/43d8fff0-7f2c-58c1-0109-06453d1031da?type=json,https://en.www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/786461/en/702100/false/BIE/2.0/43d8fff0-7f2c-58c1-0109-06453d1031da?type=json,INEGI,INEGI,Productivity,,,,1,,,,,0
Mexico,mex,unem,https://api.economicsobservatory.com/mex/unem,https://en.www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/448343/en/441587/false/BIE/2.0/43d8fff0-7f2c-58c1-0109-06453d1031da?type=json,448343,BIE,Unemployment,"Rate, % | Source: INEGI through ECO API",https://en.www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/{SERIES}/en/0700/false/BIE/2.0/43d8fff0-7f2c-58c1-0109-06453d1031da?type=json,https://en.www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/448343/en/441587/false/BIE/2.0/43d8fff0-7f2c-58c1-0109-06453d1031da?type=json,INEGI,INEGI,"Unemployment rate, aged over 16, seasonally adjusted",%,,,1,,,,,0
Mexico,mex,popu,https://api.economicsobservatory.com/mex/popu,https://en.www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/289242/en/702100/false/BIE/2.0/43d8fff0-7f2c-58c1-0109-06453d1031da?type=json,289242,BIE,Population,Total | Source: INEGI through ECO API,https://en.www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/{SERIES}/en/0700/false/BIE/2.0/43d8fff0-7f2c-58c1-0109-06453d1031da?type=json,https://en.www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/289242/en/702100/false/BIE/2.0/43d8fff0-7f2c-58c1-0109-06453d1031da?type=json,INEGI,INEGI,Population,,2018=100,,1,,,,,0
Mexico,mex,part,https://api.economicsobservatory.com/mex/part,https://en.www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/444602/en/702100/false/BIE/2.0/43d8fff0-7f2c-58c1-0109-06453d1031da?type=json,444602,BIE,Labour participation rate,"Rate, % | Source: INEGI through ECO API",https://en.www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/{SERIES}/en/0700/false/BIE/2.0/43d8fff0-7f2c-58c1-0109-06453d1031da?type=json,https://en.www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/444602/en/702100/false/BIE/2.0/43d8fff0-7f2c-58c1-0109-06453d1031da?type=json,INEGI,INEGI,Participation Rate,%,,,1,,,,,0
Mexico,mex,inter,https://api.economicsobservatory.com/mex/inter,https://en.www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/182022/en/702100/false/BIE/2.0/43d8fff0-7f2c-58c1-0109-06453d1031da?type=json,182022,BIE,Interest rate,"Base rate, % | Source: INEGI through ECO API",https://en.www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/{SERIES}/en/0700/false/BIE/2.0/43d8fff0-7f2c-58c1-0109-06453d1031da?type=json,https://en.www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/182022/en/702100/false/BIE/2.0/43d8fff0-7f2c-58c1-0109-06453d1031da?type=json,INEGI,INEGI,Central Bank Interest Rates,%,%,,1,,,,,0
Mexico,mex,infl,https://api.economicsobservatory.com/mex/infl,https://en.www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/628194/en/0700/false/BIE/2.0/43d8fff0-7f2c-58c1-0109-06453d1031da?type=json,628194,BIE,Price index,Index (2018 = 100) | Source: INEGI through ECO API,https://en.www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/{SERIES}/en/0700/false/BIE/2.0/43d8fff0-7f2c-58c1-0109-06453d1031da?type=json,https://en.www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/628194/en/0700/false/BIE/2.0/43d8fff0-7f2c-58c1-0109-06453d1031da?type=json,INEGI,INEGI,Inflation given with 2018 base prices,%,,,1,,,,,0
Mexico,mex,conf,https://api.economicsobservatory.com/mex/conf,https://en.www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/454168/en/702100/false/BIE/2.0/43d8fff0-7f2c-58c1-0109-06453d1031da?type=json,454168,BIE,Consumer confidence,Index | Source: INEGI through ECO API,https://en.www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/{SERIES}/en/0700/false/BIE/2.0/43d8fff0-7f2c-58c1-0109-06453d1031da?type=json,https://en.www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/454168/en/702100/false/BIE/2.0/43d8fff0-7f2c-58c1-0109-06453d1031da?type=json,INEGI,INEGI,Consumer Confidence,,,,1,,,,,0
Nigeria,nga,empl,https://api.economicsobservatory.com/nga/empl,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/nga/empl.json,,,Employment to population ratio,"Ratio, % | Source: NBS (WB) through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/nga/empl.json,NBS,National Bureau of Statistics,Employment to population ratio (%),%,,,1,,,,,1
Nigeria,nga,expo,https://api.economicsobservatory.com/nga/expo,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/nga/expo.json,,,Exports,Current USD | Source: NBS (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/nga/expo.json,NBS,National Bureau of Statistics,Exports (current US$),current US$,,,1,,,,,1
Nigeria,nga,gdpa,https://api.economicsobservatory.com/nga/gdpa,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/nga/gdpa.json,,,GDP,2015 USD | Source: NBS (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/nga/gdpa.json,NBS,National Bureau of Statistics,GDP (2015 US$),constant 2015 US$,,,1,,,,,1
Nigeria,nga,gdpp,https://api.economicsobservatory.com/nga/gdpp,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/nga/gdpp.json,,,GDP per capita,2015 USD | Source: NBS (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/nga/gdpp.json,NBS,National Bureau of Statistics,GDP per capita (2015 US$),constant 2015 US$,,,1,,,,,1
Nigeria,nga,impo,https://api.economicsobservatory.com/nga/impo,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/nga/impo.json,,,Imports,Current USD | Source: NBS (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/nga/impo.json,NBS,National Bureau of Statistics,Imports (current US$),current US$,,,1,,,,,1
Nigeria,nga,infl,https://api.economicsobservatory.com/nga/infl,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/nga/infl.json,,,Inflation,"CPI, % | Source: NBS (WB) through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/nga/infl.json,NBS,National Bureau of Statistics,"Inflation, consumer prices (annual %)",%,,,1,,,,,1
